Freq.	V(out)
3.71535229097168e+003	(3.94053916262953e+001dB,-1.30328071464190e+002°)
3.80189396320557e+003	(3.94774226564504e+001dB,-1.31280578724742e+002°)
3.89045144994276e+003	(3.95470988488151e+001dB,-1.32220561311329e+002°)
3.98107170553493e+003	(3.96144710175464e+001dB,-1.33147929573715e+002°)
4.07380277804108e+003	(3.96795904390958e+001dB,-1.34062604437997e+002°)
4.16869383470331e+003	(3.97425087580935e+001dB,-1.34964517508500e+002°)
4.26579518801588e+003	(3.98032778937232e+001dB,-1.35853611122987e+002°)
4.36515832240161e+003	(3.98619499466559e+001dB,-1.36729838362114e+002°)
4.46683592150958e+003	(3.99185771077597e+001dB,-1.37593163015795e+002°)
4.57088189614870e+003	(3.99732115684604e+001dB,-1.38443559507036e+002°)
4.67735141287193e+003	(4.00259054337310e+001dB,-1.39281012776840e+002°)
4.78630092322633e+003	(4.00767106378160e+001dB,-1.40105518131805e+002°)
4.89778819368441e+003	(4.01256788633062e+001dB,-1.40917081057427e+002°)
5.01187233627267e+003	(4.01728614635457e+001dB,-1.41715716999708e+002°)
5.12861383991359e+003	(4.02183093891133e+001dB,-1.42501451117648e+002°)
5.24807460249767e+003	(4.02620731181628e+001dB,-1.43274318010339e+002°)
5.37031796370247e+003	(4.03042025910993e+001dB,-1.44034361420484e+002°)
5.49540873857618e+003	(4.03447471495530e+001dB,-1.44781633918074e+002°)
5.62341325190343e+003	(4.03837554798168e+001dB,-1.45516196566421e+002°)
5.75439937337150e+003	(4.04212755607243e+001dB,-1.46238118573926e+002°)
5.88843655355582e+003	(4.04573546161922e+001dB,-1.46947476933893e+002°)
6.02559586074351e+003	(4.04920390720065e+001dB,-1.47644356054758e+002°)
6.16595001861475e+003	(4.05253745172291e+001dB,-1.48328847383775e+002°)
6.30957344480186e+003	(4.05574056698320e+001dB,-1.49001049025975e+002°)
6.45654229034648e+003	(4.05881763466972e+001dB,-1.49661065360727e+002°)
6.60693448007588e+003	(4.06177294374816e+001dB,-1.50309006657842e+002°)
6.76082975391974e+003	(4.06461068827527e+001dB,-1.50944988695257e+002°)
6.91830970918928e+003	(4.06733496557381e+001dB,-1.51569132379768e+002°)
7.07945784384129e+003	(4.06994977476752e+001dB,-1.52181563372396e+002°)
7.24435960074981e+003	(4.07245901567850e+001dB,-1.52782411719908e+002°)
7.41310241300908e+003	(4.07486648803614e+001dB,-1.53371811493613e+002°)
7.58577575029174e+003	(4.07717589099176e+001dB,-1.53949900436285e+002°)
7.76247116628682e+003	(4.07939082293714e+001dB,-1.54516819618836e+002°)
7.94328234724272e+003	(4.08151478156873e+001dB,-1.55072713106475e+002°)
8.12830516164089e+003	(4.08355116421534e+001dB,-1.55617727636139e+002°)
8.31763771102661e+003	(4.08550326838699e+001dB,-1.56152012304926e+002°)
8.51138038202366e+003	(4.08737429254077e+001dB,-1.56675718270325e+002°)
8.70963589956070e+003	(4.08916733702505e+001dB,-1.57188998462596e+002°)
8.91250938133734e+003	(4.09088540521193e+001dB,-1.57692007309233e+002°)
9.12010839355898e+003	(4.09253140477641e+001dB,-1.58184900472158e+002°)
9.33254300796979e+003	(4.09410814911427e+001dB,-1.58667834597103e+002°)
9.54992586021424e+003	(4.09561835889424e+001dB,-1.59140967075763e+002°)
9.77237220955798e+003	(4.09706466370434e+001dB,-1.59604455820137e+002°)
9.99999999999987e+003	(4.09844960380476e+001dB,-1.60058459049377e+002°)
1.02329299228074e+004	(4.09977563195296e+001dB,-1.60503135088525e+002°)
1.04712854805089e+004	(4.10104511530746e+001dB,-1.60938642179373e+002°)
1.07151930523759e+004	(4.10226033737394e+001dB,-1.61365138302689e+002°)
1.09647819614317e+004	(4.10342350001823e+001dB,-1.61782781012085e+002°)
1.12201845430195e+004	(4.10453672549208e+001dB,-1.62191727278632e+002°)
1.14815362149687e+004	(4.10560205849534e+001dB,-1.62592133346226e+002°)
1.17489755493951e+004	(4.10662146826632e+001dB,-1.62984154597404e+002°)
1.20226443461740e+004	(4.10759685066253e+001dB,-1.63367945428890e+002°)
1.23026877081237e+004	(4.10853003026364e+001dB,-1.63743659136892e+002°)
1.25892541179415e+004	(4.10942276244477e+001dB,-1.64111447811380e+002°)
1.28824955169312e+004	(4.11027673547477e+001dB,-1.64471462239430e+002°)
1.31825673855639e+004	(4.11109357256882e+001dB,-1.64823851816586e+002°)
1.34896288259164e+004	(4.11187483393430e+001dB,-1.65168764466588e+002°)
1.38038426460287e+004	(4.11262201879232e+001dB,-1.65506346568469e+002°)
1.41253754462274e+004	(4.11333656737427e+001dB,-1.65836742891000e+002°)
1.44543977074591e+004	(4.11401986287562e+001dB,-1.66160096533970e+002°)
1.47910838816819e+004	(4.11467323338479e+001dB,-1.66476548875926e+002°)
1.51356124843619e+004	(4.11529795378514e+001dB,-1.66786239528134e+002°)
1.54881661891246e+004	(4.11589524758793e+001dB,-1.67089306294244e+002°)
1.58489319246109e+004	(4.11646628875987e+001dB,-1.67385885135428e+002°)
1.62181009735891e+004	(4.11701220348928e+001dB,-1.67676110140690e+002°)
1.65958690743754e+004	(4.11753407191097e+001dB,-1.67960113501972e+002°)
1.69824365246172e+004	(4.11803292978982e+001dB,-1.68238025493692e+002°)
1.73780082874935e+004	(4.11850977016737e+001dB,-1.68509974456650e+002°)
1.77827941003890e+004	(4.11896554494662e+001dB,-1.68776086785779e+002°)
1.81970085860996e+004	(4.11940116644549e+001dB,-1.69036486921566e+002°)
1.86208713666284e+004	(4.11981750890595e+001dB,-1.69291297344985e+002°)
1.90546071796322e+004	(4.12021540994418e+001dB,-1.69540638575535e+002°)
1.94984459975802e+004	(4.12059567197114e+001dB,-1.69784629172267e+002°)
1.99526231496885e+004	(4.12095906355930e+001dB,-1.70023385737542e+002°)
2.04173794466950e+004	(4.12130632077324e+001dB,-1.70257022923337e+002°)
2.08929613085401e+004	(4.12163814844510e+001dB,-1.70485653439843e+002°)
2.13796208950220e+004	(4.12195522141874e+001dB,-1.70709388066262e+002°)
2.18776162394952e+004	(4.12225818574726e+001dB,-1.70928335663558e+002°)
2.23872113856831e+004	(4.12254765984505e+001dB,-1.71142603188972e+002°)
2.29086765276774e+004	(4.12282423560738e+001dB,-1.71352295712301e+002°)
2.34422881531989e+004	(4.12308847948758e+001dB,-1.71557516433557e+002°)
2.39883291901946e+004	(4.12334093352418e+001dB,-1.71758366702062e+002°)
2.45470891568500e+004	(4.12358211635639e+001dB,-1.71954946036824e+002°)
2.51188643150954e+004	(4.12381252416876e+001dB,-1.72147352147918e+002°)
2.57039578276883e+004	(4.12403263163482e+001dB,-1.72335680958976e+002°)
2.63026799189534e+004	(4.12424289279655e+001dB,-1.72520026630529e+002°)
2.69153480392688e+004	(4.12444374192339e+001dB,-1.72700481584160e+002°)
2.75422870333813e+004	(4.12463559434344e+001dB,-1.72877136527363e+002°)
2.81838293126441e+004	(4.12481884723114e+001dB,-1.73050080479027e+002°)
2.88403150312656e+004	(4.12499388037076e+001dB,-1.73219400795454e+002°)
2.95120922666634e+004	(4.12516105688781e+001dB,-1.73385183196856e+002°)
3.01995172040197e+004	(4.12532072395136e+001dB,-1.73547511794245e+002°)
3.09029543251354e+004	(4.12547321345243e+001dB,-1.73706469116662e+002°)
3.16227766016833e+004	(4.12561884264843e+001dB,-1.73862136138662e+002°)
3.23593656929623e+004	(4.12575791478247e+001dB,-1.74014592308031e+002°)
3.31131121482586e+004	(4.12589071968647e+001dB,-1.74163915573699e+002°)
3.38844156139197e+004	(4.12601753434808e+001dB,-1.74310182413712e+002°)
3.46736850452526e+004	(4.12613862345832e+001dB,-1.74453467863342e+002°)
3.54813389233570e+004	(4.12625423994159e+001dB,-1.74593845543227e+002°)
3.63078054770096e+004	(4.12636462545321e+001dB,-1.74731387687473e+002°)
3.71535229097167e+004	(4.12647001087223e+001dB,-1.74866165171786e+002°)
3.80189396320555e+004	(4.12657061675063e+001dB,-1.74998247541505e+002°)
3.89045144994275e+004	(4.12666665376932e+001dB,-1.75127703039568e+002°)
3.98107170553491e+004	(4.12675832315155e+001dB,-1.75254598634345e+002°)
4.07380277804107e+004	(4.12684581707298e+001dB,-1.75379000047366e+002°)
4.16869383470329e+004	(4.12692931905571e+001dB,-1.75500971780890e+002°)
4.26579518801586e+004	(4.12700900433207e+001dB,-1.75620577145271e+002°)
4.36515832240159e+004	(4.12708504020303e+001dB,-1.75737878286178e+002°)
4.46683592150956e+004	(4.12715758638228e+001dB,-1.75852936211596e+002°)
4.57088189614868e+004	(4.12722679531751e+001dB,-1.75965810818601e+002°)
4.67735141287191e+004	(4.12729281250283e+001dB,-1.76076560919928e+002°)
4.78630092322631e+004	(4.12735577677563e+001dB,-1.76185244270283e+002°)
4.89778819368439e+004	(4.12741582060715e+001dB,-1.76291917592453e+002°)
5.01187233627264e+004	(4.12747307036456e+001dB,-1.76396636603111e+002°)
5.12861383991357e+004	(4.12752764657469e+001dB,-1.76499456038392e+002°)
5.24807460249764e+004	(4.12757966417998e+001dB,-1.76600429679243e+002°)
5.37031796370244e+004	(4.12762923275988e+001dB,-1.76699610376421e+002°)
5.49540873857616e+004	(4.12767645676971e+001dB,-1.76797050075321e+002°)
5.62341325190340e+004	(4.12772143575106e+001dB,-1.76892799840480e+002°)
5.75439937337148e+004	(4.12776426453838e+001dB,-1.76986909879812e+002°)
5.88843655355580e+004	(4.12780503345787e+001dB,-1.77079429568607e+002°)
6.02559586074348e+004	(4.12784382850898e+001dB,-1.77170407473218e+002°)
6.16595001861472e+004	(4.12788073154679e+001dB,-1.77259891374517e+002°)
6.30957344480183e+004	(4.12791582045389e+001dB,-1.77347928291058e+002°)
6.45654229034645e+004	(4.12794916929683e+001dB,-1.77434564502000e+002°)
6.60693448007586e+004	(4.12798084848626e+001dB,-1.77519845569743e+002°)
6.76082975391971e+004	(4.12801092491672e+001dB,-1.77603816362323e+002°)
6.91830970918925e+004	(4.12803946211016e+001dB,-1.77686521075549e+002°)
7.07945784384127e+004	(4.12806652035022e+001dB,-1.77768003254893e+002°)
7.24435960074979e+004	(4.12809215680669e+001dB,-1.77848305817122e+002°)
7.41310241300906e+004	(4.12811642564864e+001dB,-1.77927471071704e+002°)
7.58577575029172e+004	(4.12813937816737e+001dB,-1.78005540741959e+002°)
7.76247116628679e+004	(4.12816106287353e+001dB,-1.78082555985996e+002°)
7.94328234724269e+004	(4.12818152561036e+001dB,-1.78158557417426e+002°)
8.12830516164086e+004	(4.12820080963970e+001dB,-1.78233585125835e+002°)
8.31763771102658e+004	(4.12821895573905e+001dB,-1.78307678697065e+002°)
8.51138038202363e+004	(4.12823600227754e+001dB,-1.78380877233264e+002°)
8.70963589956067e+004	(4.12825198531119e+001dB,-1.78453219372765e+002°)
8.91250938133731e+004	(4.12826693864224e+001dB,-1.78524743309739e+002°)
9.12010839355895e+004	(4.12828089390581e+001dB,-1.78595486813685e+002°)
9.33254300796976e+004	(4.12829388062017e+001dB,-1.78665487248714e+002°)
9.54992586021420e+004	(4.12830592626371e+001dB,-1.78734781592680e+002°)
9.77237220955795e+004	(4.12831705632170e+001dB,-1.78803406456130e+002°)
9.99999999999984e+004	(4.12832729434575e+001dB,-1.78871398101093e+002°)
1.02329299228074e+005	(4.12833666200054e+001dB,-1.78938792459722e+002°)
1.04712854805088e+005	(4.12834517911121e+001dB,-1.79005625152785e+002°)
1.07151930523759e+005	(4.12835286370403e+001dB,-1.79071931508013e+002°)
1.09647819614317e+005	(4.12835973204215e+001dB,-1.79137746578310e+002°)
1.12201845430195e+005	(4.12836579866367e+001dB,-1.79203105159863e+002°)
1.14815362149686e+005	(4.12837107641028e+001dB,-1.79268041810105e+002°)
1.17489755493951e+005	(4.12837557645707e+001dB,-1.79332590865582e+002°)
1.20226443461739e+005	(4.12837930832877e+001dB,-1.79396786459701e+002°)
1.23026877081236e+005	(4.12838227992778e+001dB,-1.79460662540412e+002°)
1.25892541179415e+005	(4.12838449754565e+001dB,-1.79524252887763e+002°)
1.28824955169311e+005	(4.12838596587919e+001dB,-1.79587591131408e+002°)
1.31825673855639e+005	(4.12838668804038e+001dB,-1.79650710768013e+002°)
1.34896288259163e+005	(4.12838666555882e+001dB,-1.79713645178609e+002°)
1.38038426460286e+005	(4.12838589839235e+001dB,-1.79776427645889e+002°)
1.41253754462273e+005	(4.12838438492148e+001dB,-1.79839091371435e+002°)
1.44543977074590e+005	(4.12838212194293e+001dB,-1.79901669492914e+002°)
1.47910838816818e+005	(4.12837910467423e+001dB,-1.79964195101236e+002°)
1.51356124843618e+005	(4.12837532673195e+001dB,1.79973298742332e+002°)
1.54881661891246e+005	(4.12837078012404e+001dB,1.79910778989061e+002°)
1.58489319246109e+005	(4.12836545523444e+001dB,1.79848212585684e+002°)
1.62181009735890e+005	(4.12835934079726e+001dB,1.79785566457324e+002°)
1.65958690743753e+005	(4.12835242387848e+001dB,1.79722807490429e+002°)
1.69824365246172e+005	(4.12834468984609e+001dB,1.79659902515698e+002°)
1.73780082874935e+005	(4.12833612234017e+001dB,1.79596818291002e+002°)
1.77827941003889e+005	(4.12832670324075e+001dB,1.79533521484282e+002°)
1.81970085860995e+005	(4.12831641262310e+001dB,1.79469978656447e+002°)
1.86208713666284e+005	(4.12830522872427e+001dB,1.79406156244192e+002°)
1.90546071796322e+005	(4.12829312789294e+001dB,1.79342020542835e+002°)
1.94984459975801e+005	(4.12828008453875e+001dB,1.79277537689081e+002°)
1.99526231496885e+005	(4.12826607108133e+001dB,1.79212673643747e+002°)
2.04173794466949e+005	(4.12825105789378e+001dB,1.79147394174410e+002°)
2.08929613085400e+005	(4.12823501323497e+001dB,1.79081664838047e+002°)
2.13796208950220e+005	(4.12821790318953e+001dB,1.79015450963547e+002°)
2.18776162394952e+005	(4.12819969159271e+001dB,1.78948717634194e+002°)
2.23872113856830e+005	(4.12818033995497e+001dB,1.78881429670064e+002°)
2.29086765276773e+005	(4.12815980738542e+001dB,1.78813551610315e+002°)
2.34422881531988e+005	(4.12813805050337e+001dB,1.78745047695430e+002°)
2.39883291901945e+005	(4.12811502334443e+001dB,1.78675881849354e+002°)
2.45470891568499e+005	(4.12809067727077e+001dB,1.78606017661510e+002°)
2.51188643150954e+005	(4.12806496086799e+001dB,1.78535418368752e+002°)
2.57039578276882e+005	(4.12803781983601e+001dB,1.78464046837193e+002°)
2.63026799189534e+005	(4.12800919687580e+001dB,1.78391865543938e+002°)
2.69153480392687e+005	(4.12797903157373e+001dB,1.78318836558692e+002°)
2.75422870333812e+005	(4.12794726027250e+001dB,1.78244921525270e+002°)
2.81838293126440e+005	(4.12791381593830e+001dB,1.78170081642992e+002°)
2.88403150312656e+005	(4.12787862802558e+001dB,1.78094277647943e+002°)
2.95120922666633e+005	(4.12784162232993e+001dB,1.78017469794130e+002°)
3.01995172040196e+005	(4.12780272082835e+001dB,1.77939617834533e+002°)
3.09029543251354e+005	(4.12776184152437e+001dB,1.77860681002009e+002°)
3.16227766016832e+005	(4.12771889827903e+001dB,1.77780617990080e+002°)
3.23593656929623e+005	(4.12767380062586e+001dB,1.77699386933637e+002°)
3.31131121482585e+005	(4.12762645359324e+001dB,1.77616945389485e+002°)
3.38844156139197e+005	(4.12757675750134e+001dB,1.77533250316799e+002°)
3.46736850452526e+005	(4.12752460775816e+001dB,1.77448258057479e+002°)
3.54813389233569e+005	(4.12746989464959e+001dB,1.77361924316351e+002°)
3.63078054770095e+005	(4.12741250311310e+001dB,1.77274204141318e+002°)
3.71535229097166e+005	(4.12735231249161e+001dB,1.77185051903420e+002°)
3.80189396320555e+005	(4.12728919630263e+001dB,1.77094421276738e+002°)
3.89045144994274e+005	(4.12722302197024e+001dB,1.77002265218287e+002°)
3.98107170553490e+005	(4.12715365055633e+001dB,1.76908535947821e+002°)
4.07380277804106e+005	(4.12708093647945e+001dB,1.76813184927559e+002°)
4.16869383470328e+005	(4.12700472721288e+001dB,1.76716162841903e+002°)
4.26579518801585e+005	(4.12692486298841e+001dB,1.76617419577052e+002°)
4.36515832240158e+005	(4.12684117646013e+001dB,1.76516904200689e+002°)
4.46683592150955e+005	(4.12675349237369e+001dB,1.76414564941599e+002°)
4.57088189614867e+005	(4.12666162721187e+001dB,1.76310349169327e+002°)
4.67735141287190e+005	(4.12656538882515e+001dB,1.76204203373886e+002°)
4.78630092322630e+005	(4.12646457604795e+001dB,1.76096073145521e+002°)
4.89778819368438e+005	(4.12635897829775e+001dB,1.75985903154534e+002°)
5.01187233627263e+005	(4.12624837514988e+001dB,1.75873637131292e+002°)
5.12861383991356e+005	(4.12613253590837e+001dB,1.75759217846285e+002°)
5.24807460249763e+005	(4.12601121914424e+001dB,1.75642587090457e+002°)
5.37031796370243e+005	(4.12588417221621e+001dB,1.75523685655704e+002°)
5.49540873857615e+005	(4.12575113077935e+001dB,1.75402453315627e+002°)
5.62341325190339e+005	(4.12561181826409e+001dB,1.75278828806601e+002°)
5.75439937337147e+005	(4.12546594533988e+001dB,1.75152749809143e+002°)
5.88843655355579e+005	(4.12531320934579e+001dB,1.75024152929770e+002°)
6.02559586074347e+005	(4.12515329371187e+001dB,1.74892973683191e+002°)
6.16595001861471e+005	(4.12498586733995e+001dB,1.74759146475089e+002°)
6.30957344480182e+005	(4.12481058398048e+001dB,1.74622604585400e+002°)
6.45654229034644e+005	(4.12462708156340e+001dB,1.74483280152283e+002°)
6.60693448007584e+005	(4.12443498150999e+001dB,1.74341104156808e+002°)
6.76082975391970e+005	(4.12423388801704e+001dB,1.74196006408374e+002°)
6.91830970918924e+005	(4.12402338731861e+001dB,1.74047915531023e+002°)
7.07945784384125e+005	(4.12380304691467e+001dB,1.73896758950670e+002°)
7.24435960074977e+005	(4.12357241475362e+001dB,1.73742462883542e+002°)
7.41310241300904e+005	(4.12333101841633e+001dB,1.73584952325544e+002°)
7.58577575029170e+005	(4.12307836424212e+001dB,1.73424151043049e+002°)
7.76247116628678e+005	(4.12281393642982e+001dB,1.73259981565036e+002°)
7.94328234724267e+005	(4.12253719611626e+001dB,1.73092365176655e+002°)
8.12830516164085e+005	(4.12224758040393e+001dB,1.72921221914541e+002°)
8.31763771102656e+005	(4.12194450136264e+001dB,1.72746470563857e+002°)
8.51138038202361e+005	(4.12162734499602e+001dB,1.72568028657221e+002°)
8.70963589956065e+005	(4.12129547018194e+001dB,1.72385812475700e+002°)
8.91250938133729e+005	(4.12094820755102e+001dB,1.72199737052192e+002°)
9.12010839355893e+005	(4.12058485835609e+001dB,1.72009716177039e+002°)
9.33254300796974e+005	(4.12020469328655e+001dB,1.71815662406399e+002°)
9.54992586021419e+005	(4.11980695125508e+001dB,1.71617487073336e+002°)
9.77237220955793e+005	(4.11939083814108e+001dB,1.71415100301961e+002°)
9.99999999999982e+005	(4.11895552550637e+001dB,1.71208411024747e+002°)
1.02329299228074e+006	(4.11850014925640e+001dB,1.70997327003425e+002°)
1.04712854805088e+006	(4.11802380828421e+001dB,1.70781754853395e+002°)
1.07151930523759e+006	(4.11752556305725e+001dB,1.70561600072337e+002°)
1.09647819614316e+006	(4.11700443419144e+001dB,1.70336767072729e+002°)
1.12201845430194e+006	(4.11645940097057e+001dB,1.70107159219101e+002°)
1.14815362149686e+006	(4.11588939983710e+001dB,1.69872678869992e+002°)
1.17489755493951e+006	(4.11529332285872e+001dB,1.69633227424873e+002°)
1.20226443461739e+006	(4.11467001615156e+001dB,1.69388705376620e+002°)
1.23026877081236e+006	(4.11401827828150e+001dB,1.69139012369539e+002°)
1.25892541179414e+006	(4.11333685863770e+001dB,1.68884047263494e+002°)
1.28824955169311e+006	(4.11262445577782e+001dB,1.68623708204401e+002°)
1.31825673855638e+006	(4.11187971575365e+001dB,1.68357892701398e+002°)
1.34896288259163e+006	(4.11110123042535e+001dB,1.68086497711098e+002°)
1.38038426460286e+006	(4.11028753575007e+001dB,1.67809419729271e+002°)
1.41253754462273e+006	(4.10943711006920e+001dB,1.67526554890320e+002°)
1.44543977074590e+006	(4.10854837238509e+001dB,1.67237799074968e+002°)
1.47910838816818e+006	(4.10761968064345e+001dB,1.66943048026407e+002°)
1.51356124843618e+006	(4.10664933001674e+001dB,1.66642197475436e+002°)
1.54881661891245e+006	(4.10563555120592e+001dB,1.66335143274812e+002°)
1.58489319246108e+006	(4.10457650875601e+001dB,1.66021781543340e+002°)
1.62181009735890e+006	(4.10347029940881e+001dB,1.65702008819842e+002°)
1.65958690743753e+006	(4.10231495048148e+001dB,1.65375722227609e+002°)
1.69824365246171e+006	(4.10110841829497e+001dB,1.65042819649516e+002°)
1.73780082874934e+006	(4.09984858667123e+001dB,1.64703199913884e+002°)
1.77827941003889e+006	(4.09853326547081e+001dB,1.64356762992077e+002°)
1.81970085860995e+006	(4.09716018924361e+001dB,1.64003410207053e+002°)
1.86208713666283e+006	(4.09572701593701e+001dB,1.63643044454195e+002°)
1.90546071796321e+006	(4.09423132573438e+001dB,1.63275570433681e+002°)
1.94984459975801e+006	(4.09267062000209e+001dB,1.62900894895036e+002°)
1.99526231496884e+006	(4.09104232037453e+001dB,1.62518926893800e+002°)
2.04173794466949e+006	(4.08934376797825e+001dB,1.62129578060492e+002°)
2.08929613085400e+006	(4.08757222284693e+001dB,1.61732762881230e+002°)
2.13796208950219e+006	(4.08572486349917e+001dB,1.61328398990735e+002°)
2.18776162394951e+006	(4.08379878672696e+001dB,1.60916407476852e+002°)
2.23872113856830e+006	(4.08179100760354e+001dB,1.60496713196619e+002°)
2.29086765276773e+006	(4.07969845974828e+001dB,1.60069245102982e+002°)
2.34422881531988e+006	(4.07751799581923e+001dB,1.59633936582616e+002°)
2.39883291901944e+006	(4.07524638832537e+001dB,1.59190725802933e+002°)
2.45470891568498e+006	(4.07288033071241e+001dB,1.58739556068587e+002°)
2.51188643150953e+006	(4.07041643878830e+001dB,1.58280376185887e+002°)
2.57039578276881e+006	(4.06785125247740e+001dB,1.57813140834611e+002°)
2.63026799189533e+006	(4.06518123796081e+001dB,1.57337810945142e+002°)
2.69153480392686e+006	(4.06240279017272e+001dB,1.56854354080857e+002°)
2.75422870333811e+006	(4.05951223571407e+001dB,1.56362744823159e+002°)
2.81838293126440e+006	(4.05650583619683e+001dB,1.55862965157572e+002°)
2.88403150312655e+006	(4.05337979199509e+001dB,1.55355004860106e+002°)
2.95120922666633e+006	(4.05013024648918e+001dB,1.54838861880037e+002°)
3.01995172040196e+006	(4.04675329073338e+001dB,1.54314542719086e+002°)
3.09029543251353e+006	(4.04324496864261e+001dB,1.53782062802389e+002°)
3.16227766016832e+006	(4.03960128262287e+001dB,1.53241446840996e+002°)
3.23593656929622e+006	(4.03581819974005e+001dB,1.52692729180917e+002°)
3.31131121482585e+006	(4.03189165833744e+001dB,1.52135954138386e+002°)
3.38844156139196e+006	(4.02781757518154e+001dB,1.51571176316209e+002°)
3.46736850452525e+006	(4.02359185308052e+001dB,1.50998460899540e+002°)
3.54813389233568e+006	(4.01921038898458e+001dB,1.50417883927733e+002°)
3.63078054770094e+006	(4.01466908256037e+001dB,1.49829532538546e+002°)
3.71535229097165e+006	(4.00996384519850e+001dB,1.49233505182706e+002°)
3.80189396320554e+006	(4.00509060946556e+001dB,1.48629911804020e+002°)
3.89045144994273e+006	(4.00004533894328e+001dB,1.48018873983395e+002°)
3.98107170553489e+006	(3.99482403842586e+001dB,1.47400525043069e+002°)
4.07380277804105e+006	(3.98942276445533e+001dB,1.46775010107907e+002°)
4.16869383470327e+006	(3.98383763613004e+001dB,1.46142486121330e+002°)
4.26579518801584e+006	(3.97806484614185e+001dB,1.45503121813254e+002°)
4.36515832240157e+006	(3.97210067199858e+001dB,1.44857097617455e+002°)
4.46683592150954e+006	(3.96594148735798e+001dB,1.44204605536552e+002°)
4.57088189614866e+006	(3.95958377342191e+001dB,1.43545848952658e+002°)
4.67735141287189e+006	(3.95302413030924e+001dB,1.42881042382537e+002°)
4.78630092322629e+006	(3.94625928835597e+001dB,1.42210411176114e+002°)
4.89778819368436e+006	(3.93928611924467e+001dB,1.41534191158085e+002°)
5.01187233627262e+006	(3.93210164691434e+001dB,1.40852628212040e+002°)
5.12861383991355e+006	(3.92470305814789e+001dB,1.40165977808267e+002°)
5.24807460249762e+006	(3.91708771277603e+001dB,1.39474504475788e+002°)
5.37031796370242e+006	(3.90925315341513e+001dB,1.38778481219927e+002°)
5.49540873857613e+006	(3.90119711465848e+001dB,1.38078188888095e+002°)
5.62341325190338e+006	(3.89291753165957e+001dB,1.37373915485492e+002°)
5.75439937337145e+006	(3.88441254802247e+001dB,1.36665955444526e+002°)
5.88843655355577e+006	(3.87568052293255e+001dB,1.35954608851486e+002°)
6.02559586074345e+006	(3.86672003749076e+001dB,1.35240180633693e+002°)
6.16595001861470e+006	(3.85752990015393e+001dB,1.34522979712959e+002°)
6.30957344480180e+006	(3.84810915127976e+001dB,1.33803318128585e+002°)
6.45654229034642e+006	(3.83845706668659e+001dB,1.33081510137243e+002°)
6.60693448007582e+006	(3.82857316024399e+001dB,1.32357871292626e+002°)
6.76082975391968e+006	(3.81845718542236e+001dB,1.31632717513322e+002°)
6.91830970918922e+006	(3.80810913582763e+001dB,1.30906364142360e+002°)
7.07945784384123e+006	(3.79752924467927e+001dB,1.30179125006298e+002°)
7.24435960074975e+006	(3.78671798325933e+001dB,1.29451311478615e+002°)
7.41310241300902e+006	(3.77567605833268e+001dB,1.28723231553690e+002°)
7.58577575029168e+006	(3.76440440856136e+001dB,1.27995188937662e+002°)
7.76247116628676e+006	(3.75290419994549e+001dB,1.27267482160465e+002°)
7.94328234724265e+006	(3.74117682032312e+001dB,1.26540403716126e+002°)
8.12830516164082e+006	(3.72922387297881e+001dB,1.25814239234872e+002°)
8.31763771102654e+006	(3.71704716941576e+001dB,1.25089266692083e+002°)
8.51138038202359e+006	(3.70464872134272e+001dB,1.24365755659125e+002°)
8.70963589956062e+006	(3.69203073194749e+001dB,1.23643966598333e+002°)
8.91250938133727e+006	(3.67919558652184e+001dB,1.22924150206743e+002°)
9.12010839355890e+006	(3.66614584250732e+001dB,1.22206546810696e+002°)
9.33254300796971e+006	(3.65288421904697e+001dB,1.21491385813590e+002°)
9.54992586021416e+006	(3.63941358610480e+001dB,1.20778885198522e+002°)
9.77237220955790e+006	(3.62573695324509e+001dB,1.20069251087121e+002°)
9.99999999999979e+006	(3.61185745813399e+001dB,1.19362677355012e+002°)
1.02329299228073e+007	(3.59777835485001e+001dB,1.18659345304218e+002°)
1.04712854805088e+007	(3.58350300207484e+001dB,1.17959423392099e+002°)
1.07151930523758e+007	(3.56903485123000e+001dB,1.17263067015944e+002°)
1.09647819614316e+007	(3.55437743463546e+001dB,1.16570418352281e+002°)
1.12201845430194e+007	(3.53953435374750e+001dB,1.15881606249057e+002°)
1.14815362149686e+007	(3.52450926754189e+001dB,1.15196746168773e+002°)
1.17489755493950e+007	(3.50930588109107e+001dB,1.14515940180873e+002°)
1.20226443461739e+007	(3.49392793439162e+001dB,1.13839276999982e+002°)
1.23026877081236e+007	(3.47837919148234e+001dB,1.13166832068090e+002°)
1.25892541179414e+007	(3.46266342989794e+001dB,1.12498667677543e+002°)
1.28824955169311e+007	(3.44678443048360e+001dB,1.11834833132056e+002°)
1.31825673855638e+007	(3.43074596761386e+001dB,1.11175364942203e+002°)
1.34896288259162e+007	(3.41455179982502e+001dB,1.10520287052810e+002°)
1.38038426460286e+007	(3.39820566088782e+001dB,1.09869611098992e+002°)
1.41253754462272e+007	(3.38171125133781e+001dB,1.09223336687564e+002°)
1.44543977074590e+007	(3.36507223046080e+001dB,1.08581451700981e+002°)
1.47910838816818e+007	(3.34829220875413e+001dB,1.07943932620683e+002°)
1.51356124843618e+007	(3.33137474085349e+001dB,1.07310744867005e+002°)
1.54881661891245e+007	(3.31432331892403e+001dB,1.06681843153442e+002°)
