Freq.	V(out)
1.58489319246108e+007	(3.29714136652049e+001dB,1.06057171851257e+002°)
1.62181009735889e+007	(3.27983223289004e+001dB,1.05436665363950e+002°)
1.65958690743752e+007	(3.26239918772757e+001dB,1.04820248507548e+002°)
1.69824365246171e+007	(3.24484541634842e+001dB,1.04207836895447e+002°)
1.73780082874934e+007	(3.22717401528140e+001dB,1.03599337325759e+002°)
1.77827941003888e+007	(3.20938798825193e+001dB,1.02994648169302e+002°)
1.81970085860994e+007	(3.19149024254638e+001dB,1.02393659756600e+002°)
1.86208713666283e+007	(3.17348358572860e+001dB,1.01796254762439e+002°)
1.90546071796321e+007	(3.15537072270092e+001dB,1.01202308586945e+002°)
1.94984459975800e+007	(3.13715425307356e+001dB,1.00611689731713e+002°)
1.99526231496884e+007	(3.11883666883649e+001dB,1.00024260170417e+002°)
2.04173794466948e+007	(3.10042035230123e+001dB,9.94398757129571e+001°)
2.08929613085399e+007	(3.08190757429802e+001dB,9.88583863625651e+001°)
2.13796208950219e+007	(3.06330049260841e+001dB,9.82796366652206e+001°)
2.18776162394950e+007	(3.04460115060554e+001dB,9.77034660514330e+001°)
2.23872113856829e+007	(3.02581147609209e+001dB,9.71297091696811e+001°)
2.29086765276772e+007	(3.00693328031016e+001dB,9.65581962116250e+001°)
2.34422881531987e+007	(2.98796825710859e+001dB,9.59887532293290e+001°)
2.39883291901944e+007	(2.96891798224847e+001dB,9.54212024440453e+001°)
2.45470891568498e+007	(2.94978391283439e+001dB,9.48553625472822e+001°)
2.51188643150952e+007	(2.93056738684690e+001dB,9.42910489941596e+001°)
2.57039578276881e+007	(2.91126962277557e+001dB,9.37280742892579e+001°)
2.63026799189532e+007	(2.89189171932732e+001dB,9.31662482659077e+001°)
2.69153480392686e+007	(2.87243465520640e+001dB,9.26053783587485e+001°)
2.75422870333811e+007	(2.85289928894841e+001dB,9.20452698706218e+001°)
2.81838293126439e+007	(2.83328635880624e+001dB,9.14857262339512e+001°)
2.88403150312654e+007	(2.81359648267252e+001dB,9.09265492675796e+001°)
2.95120922666632e+007	(2.79383015803651e+001dB,9.03675394295268e+001°)
3.01995172040195e+007	(2.77398776196649e+001dB,8.98084960664561e+001°)
3.09029543251352e+007	(2.75406955111306e+001dB,8.92492176602291e+001°)
3.16227766016831e+007	(2.73407566173307e+001dB,8.86895020729595e+001°)
3.23593656929621e+007	(2.71400610972796e+001dB,8.81291467905945e+001°)
3.31131121482584e+007	(2.69386079069591e+001dB,8.75679491660064e+001°)
3.38844156139195e+007	(2.67363948000239e+001dB,8.70057066626730e+001°)
3.46736850452524e+007	(2.65334183286321e+001dB,8.64422170991693e+001°)
3.54813389233568e+007	(2.63296738445028e+001dB,8.58772788954988e+001°)
3.63078054770093e+007	(2.61251555001967e+001dB,8.53106913220329e+001°)
3.71535229097164e+007	(2.59198562506470e+001dB,8.47422547514883e+001°)
3.80189396320553e+007	(2.57137678550986e+001dB,8.41717709150215e+001°)
3.89045144994272e+007	(2.55068808794100e+001dB,8.35990431626624e+001°)
3.98107170553488e+007	(2.52991846988988e+001dB,8.30238767290397e+001°)
4.07380277804104e+007	(2.50906675017910e+001dB,8.24460790047728e+001°)
4.16869383470326e+007	(2.48813162933731e+001dB,8.18654598140901e+001°)
4.26579518801583e+007	(2.46711169010428e+001dB,8.12818316993783e+001°)
4.36515832240156e+007	(2.44600539802623e+001dB,8.06950102125791e+001°)
4.46683592150953e+007	(2.42481110217112e+001dB,8.01048142142861e+001°)
4.57088189614865e+007	(2.40352703596536e+001dB,7.95110661803944e+001°)
4.67735141287188e+007	(2.38215131818405e+001dB,7.89135925169381e+001°)
4.78630092322628e+007	(2.36068195409474e+001dB,7.83122238826261e+001°)
4.89778819368435e+007	(2.33911683678723e+001dB,7.77067955195797e+001°)
5.01187233627261e+007	(2.31745374870404e+001dB,7.70971475918944e+001°)
5.12861383991353e+007	(2.29569036338806e+001dB,7.64831255317138e+001°)
5.24807460249761e+007	(2.27382424747508e+001dB,7.58645803928212e+001°)
5.37031796370241e+007	(2.25185286294278e+001dB,7.52413692106422e+001°)
5.49540873857612e+007	(2.22977356964909e+001dB,7.46133553687291e+001°)
5.62341325190336e+007	(2.20758362816868e+001dB,7.39804089702663e+001°)
5.75439937337144e+007	(2.18528020296108e+001dB,7.33424072142553e+001°)
5.88843655355576e+007	(2.16286036588079e+001dB,7.26992347746411e+001°)
6.02559586074344e+007	(2.14032110005574e+001dB,7.20507841816924e+001°)
6.16595001861468e+007	(2.11765930415536e+001dB,7.13969562038336e+001°)
6.30957344480179e+007	(2.09487179705847e+001dB,7.07376602283072e+001°)
6.45654229034641e+007	(2.07195532295231e+001dB,7.00728146392239e+001°)
6.60693448007581e+007	(2.04890655685875e+001dB,6.94023471903252e+001°)
6.76082975391967e+007	(2.02572211062285e+001dB,6.87261953711438e+001°)
6.91830970918921e+007	(2.00239853935835e+001dB,6.80443067636851e+001°)
7.07945784384122e+007	(1.97893234836719e+001dB,6.73566393872219e+001°)
7.24435960074974e+007	(1.95532000053714e+001dB,6.66631620289303e+001°)
7.41310241300901e+007	(1.93155792421842e+001dB,6.59638545571200e+001°)
7.58577575029167e+007	(1.90764252157791e+001dB,6.52587082146052e+001°)
7.76247116628674e+007	(1.88357017743001e+001dB,6.45477258890320e+001°)
7.94328234724264e+007	(1.85933726852487e+001dB,6.38309223571062e+001°)
8.12830516164081e+007	(1.83494017329411e+001dB,6.31083244999636e+001°)
8.31763771102652e+007	(1.81037528201915e+001dB,6.23799714860445e+001°)
8.51138038202357e+007	(1.78563900740770e+001dB,6.16459149187961e+001°)
8.70963589956061e+007	(1.76072779554930e+001dB,6.09062189461597e+001°)
8.91250938133725e+007	(1.73563813720898e+001dB,6.01609603286807e+001°)
9.12010839355889e+007	(1.71036657942534e+001dB,5.94102284636614e+001°)
9.33254300796970e+007	(1.68490973736306e+001dB,5.86541253625070e+001°)
9.54992586021414e+007	(1.65926430637579e+001dB,5.78927655792410e+001°)
9.77237220955788e+007	(1.63342707421442e+001dB,5.71262760874859e+001°)
1.00000000000000e+008	(1.60739493333334e+001dB,5.63547961046671e+001°)
